Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2022Q3,,S08000020,,N101H,,,,All Acute,d,63195,,56986,,686.9021739130435,,619.4130434782609,,90.174855605665,
2022Q3,,S08000020,,N411H,,,,All Acute,d,8454,,7863,,91.8913043478261,,85.46739130434783,,93.00922640170332,
2022Q3,,S08000020,,S08000020,d,,,All Acute,d,90393,,80542,,982.532608695652,,875.4565217391304,,89.1020322370095,
2022Q4,,S08000020,,N101H,,,,All Acute,d,61460,,56080,,668.0434782608696,,609.5652173913044,,91.24633908232995,
2022Q4,,S08000020,,N411H,,,,All Acute,d,10343,,9811,,112.42391304347828,,106.6413043478261,,94.85642463501884,
2022Q4,,S08000020,,S08000020,d,,,All Acute,d,90109,,81701,,979.445652173913,,888.054347826087,,90.66907856041016,
2023Q1,,S08000020,,N101H,,,,All Acute,d,60677,,57181,,674.1888888888889,,635.3444444444444,,94.23834401832654,
2023Q1,,S08000020,,N411H,,,,All Acute,d,10387,,9640,,115.41111111111113,,107.11111111111111,,92.80831808992008,
2023Q1,,S08000020,,S08000020,d,,,All Acute,d,91096,,83774,,1012.1777777777778,,930.8222222222222,,91.96232545885658,
2023Q2,,S08000020,,N101H,,,,All Acute,d,61514,,57754,,675.978021978022,,634.6593406593406,,93.8875703091979,
2023Q2,,S08000020,,N411H,,,,All Acute,d,9547,,9151,,104.91208791208793,,100.56043956043956,,95.85210013616845,
2023Q2,,S08000020,,S08000020,d,,,All Acute,d,91317,,83956,,1003.4835164835164,,922.5934065934066,,91.93906939562184,
2023Q3,,S08000020,,N101H,,,,All Acute,d,60436,,55724,,656.9130434782609,,605.695652173913,,92.20332252299951,
2023Q3,,S08000020,,N411H,,,,All Acute,d,9842,,9604,,106.97826086956522,,104.3913043478261,,97.58179231863444,
2023Q3,,S08000020,,S08000020,d,,,All Acute,d,90414,,81630,,982.7608695652174,,887.2826086956521,,90.28469042404936,
2023Q4,,S08000020,,N101H,,,,All Acute,d,63541,,59070,,690.6630434782609,,642.0652173913044,,92.9635983066052,
2023Q4,,S08000020,,N411H,,,,All Acute,d,10636,,10351,,115.6086956521739,,112.5108695652174,,97.32042121098158,
2023Q4,,S08000020,,S08000020,d,,,All Acute,d,93398,,86024,,1015.195652173913,,935.0434782608696,,92.10475599049232,
2024Q1,,S08000020,,N101H,,,,All Acute,d,65324,,61495,,717.8461538461538,,675.7692307692307,,94.13844834976425,
2024Q1,,S08000020,,N411H,,,,All Acute,d,11408,,10575,,125.36263736263736,,116.2087912087912,,92.69810659186535,
2024Q1,,S08000020,,S08000020,d,,,All Acute,d,95688,,88893,,1051.5164835164835,,976.8461538461538,,92.89879608728369,
2024Q2,,S08000020,,N101H,,,,All Acute,d,64624,,61317,,710.1538461538462,,673.8131868131868,,94.88270611537509,
2024Q2,,S08000020,,N411H,,,,All Acute,d,11852,,10998,,130.24175824175825,,120.85714285714286,,92.79446506918664,
2024Q2,,S08000020,,S08000020,d,,,All Acute,d,95069,,89266,,1044.7142857142858,,980.945054945055,,93.89601236996286,
2024Q3,,S08000020,,N101H,,,,All Acute,d,65118,,61197,,707.804347826087,,665.1847826086956,,93.97862342209528,
2024Q3,,S08000020,,N411H,,,,All Acute,d,9886,,9670,,107.45652173913044,,105.1086956521739,,97.81509204936272,
2024Q3,,S08000020,,T312H,,,,All Acute,d,31,,31,,0.33695652173913043,,0.33695652173913043,,100,
2024Q3,,S08000020,,S08000020,d,,,All Acute,d,93251,,87382,,1013.5978260869564,,949.804347826087,,93.7062337133114,
2024Q4,p,S08000020,,N101H,,,,All Acute,d,65670,,62083,,713.804347826087,,674.8152173913044,,94.53784071874524,
2024Q4,p,S08000020,,N411H,,,,All Acute,d,9926,,9708,,107.8913043478261,,105.52173913043478,,97.80374773322586,
2024Q4,p,S08000020,,S08000020,d,,,All Acute,d,94990,,89139,,1032.5,,968.9021739130436,,93.84040425307929,
2019Q4,,S08000020,,N101H,,,,All Specialties,d,67538,,58275,,734.1086956521739,,633.4239130434783,,86.28475821019278,
2019Q4,,S08000020,,N411H,,,,All Specialties,d,14321,,9490,,155.66304347826087,,103.15217391304348,,66.26632218420502,
2019Q4,,S08000020,,T312H,,,,All Specialties,d,92,,92,,1,,1,,100,
2019Q4,,S08000020,,S08000020,d,,,All Specialties,d,173877,,135055,,1889.967391304348,,1467.9891304347825,,77.67272267177373,
2020Q1,,S08000020,,N101H,,,,All Specialties,d,68943,,55955,,757.6153846153846,,614.8901098901099,,81.16124914784677,
2020Q1,,S08000020,,N411H,,,,All Specialties,d,14391,,9207,,158.14285714285714,,101.17582417582418,,63.97748592870545,
2020Q1,,S08000020,,T312H,,,,All Specialties,d,91,,91,,1,,1,,100,
2020Q1,,S08000020,,S08000020,d,,,All Specialties,d,172886,,132936,,1899.8461538461536,,1460.8351648351647,,76.89228740325996,
2020Q2,,S08000020,,N101H,,,,All Specialties,d,57773,,37788,,634.8681318681319,,415.25274725274727,,65.4077164073183,
2020Q2,,S08000020,,N411H,,,,All Specialties,d,13736,,5503,,150.94505494505495,,60.472527472527474,,40.06260920209668,
2020Q2,,S08000020,,S08000020,d,,,All Specialties,d,153188,,95717,,1683.3846153846157,,1051.8351648351647,,62.48335378750293,
2020Q3,,S08000020,,N101H,,,,All Specialties,d,56625,,44665,,615.4891304347826,,485.4891304347826,,78.87858719646799,
2020Q3,,S08000020,,N411H,,,,All Specialties,d,12110,,6901,,131.6304347826087,,75.01086956521739,,56.98596201486376,
2020Q3,,S08000020,,S08000020,d,,,All Specialties,d,147296,,107482,,1601.0434782608695,,1168.2826086956522,,72.97007386487074,
2020Q4,,S08000020,,N101H,,,,All Specialties,d,58164,,48373,,632.2173913043479,,525.7934782608696,,83.16656351007497,
2020Q4,,S08000020,,N411H,,,,All Specialties,d,12029,,7248,,130.75,,78.78260869565217,,60.25438523568044,
2020Q4,,S08000020,,S08000020,d,,,All Specialties,d,142763,,108028,,1551.7717391304348,,1174.2173913043478,,75.66946617821144,
2021Q1,,S08000020,,N101H,,,,All Specialties,d,62293,,52642,,692.1444444444444,,584.9111111111112,,84.50708747371294,
2021Q1,,S08000020,,N411H,,,,All Specialties,d,10941,,7477,,121.56666666666666,,83.07777777777778,,68.33927428937027,
2021Q1,,S08000020,,S08000020,d,,,All Specialties,d,141260,,111390,,1569.5555555555557,,1237.6666666666667,,78.85459436500071,
2021Q2,,S08000020,,N101H,,,,All Specialties,d,60061,,52302,,660.010989010989,,574.7472527472528,,87.08146717503872,
2021Q2,,S08000020,,N411H,,,,All Specialties,d,10310,,7596,,113.2967032967033,,83.47252747252747,,73.6760426770126,
2021Q2,,S08000020,,T312H,,,,All Specialties,d,25,,25,,0.27472527472527475,,0.27472527472527475,,100,
2021Q2,,S08000020,,S08000020,d,,,All Specialties,d,140153,,115650,,1540.142857142857,,1270.8791208791208,,82.51696360406127,
2021Q3,,S08000020,,N101H,,,,All Specialties,d,61979,,53983,,673.6847826086956,,586.7717391304348,,87.09885606415077,
2021Q3,,S08000020,,N411H,,,,All Specialties,d,9346,,7820,,101.58695652173913,,85,,83.67215921249733,
2021Q3,,S08000020,,S08000020,d,,,All Specialties,d,143089,,121265,,1555.3152173913045,,1318.0978260869565,,84.74795407054351,
2021Q4,,S08000020,,N101H,,,,All Specialties,d,63849,,56372,,694.0108695652174,,612.7391304347826,,88.28955817632227,
2021Q4,,S08000020,,N411H,,,,All Specialties,d,9891,,7713,,107.5108695652174,,83.83695652173913,,77.97998180163785,
2021Q4,,S08000020,,S08000020,d,,,All Specialties,d,147133,,125861,,1599.2717391304348,,1368.054347826087,,85.54233244751347,
2022Q1,,S08000020,,N101H,,,,All Specialties,d,63490,,55974,,705.4444444444445,,621.9333333333333,,88.16191526224601,
2022Q1,,S08000020,,N411H,,,,All Specialties,d,10093,,7385,,112.14444444444445,,82.05555555555556,,73.16952343208165,
2022Q1,,S08000020,,S08000020,d,,,All Specialties,d,147789,,126203,,1642.1,,1402.2555555555557,,85.39404150511879,
2022Q2,,S08000020,,N101H,,,,All Specialties,d,63124,,56436,,693.6703296703297,,620.1758241758242,,89.40498067296116,
2022Q2,,S08000020,,N411H,,,,All Specialties,d,10247,,7828,,112.6043956043956,,86.02197802197803,,76.39309066068118,
2022Q2,,S08000020,,S08000020,d,,,All Specialties,d,150611,,130553,,1655.065934065934,,1434.6483516483515,,86.68224764459434,
2022Q3,,S08000020,,N101H,,,,All Specialties,d,64170,,57868,,697.5,,629,,90.17921146953404,
2022Q3,,S08000020,,N411H,,,,All Specialties,d,10768,,8470,,117.04347826086956,,92.06521739130434,,78.65898959881129,
2022Q3,,S08000020,,S08000020,d,,,All Specialties,d,151596,,132436,,1647.7826086956522,,1439.5217391304348,,87.3611440935117,
2022Q4,,S08000020,,N101H,,,,All Specialties,d,62387,,56922,,678.1195652173913,,618.7173913043479,,91.24016221328162,
2022Q4,,S08000020,,N411H,,,,All Specialties,d,12614,,10351,,137.1086956521739,,112.5108695652174,,82.05961629934994,
2022Q4,,S08000020,,S08000020,d,,,All Specialties,d,149136,,132046,,1621.0434782608695,,1435.2826086956522,,88.54066087329686,
2023Q1,,S08000020,,N101H,,,,All Specialties,d,61510,,58012,,683.4444444444445,,644.5777777777778,,94.31311981791578,
2023Q1,,S08000020,,N411H,,,,All Specialties,d,12555,,9996,,139.5,,111.06666666666666,,79.61768219832736,
2023Q1,,S08000020,,S08000020,d,,,All Specialties,d,150128,,134646,,1668.088888888889,,1496.0666666666666,,89.68746669508685,
2023Q2,,S08000020,,N101H,,,,All Specialties,d,62382,,58620,,685.5164835164835,,644.1758241758242,,93.96941425411175,
2023Q2,,S08000020,,N411H,,,,All Specialties,d,12182,,9580,,133.86813186813183,,105.27472527472528,,78.64061730421935,
2023Q2,,S08000020,,S08000020,d,,,All Specialties,d,151156,,133105,,1661.0549450549452,,1462.6923076923076,,88.05803276085632,
2023Q3,,S08000020,,N101H,,,,All Specialties,d,61237,,56512,,665.6195652173913,,614.2608695652174,,92.28407662034392,
2023Q3,,S08000020,,N411H,,,,All Specialties,d,12231,,10019,,132.94565217391303,,108.90217391304348,,81.91480663886847,
2023Q3,,S08000020,,S08000020,d,,,All Specialties,d,149611,,130580,,1626.2065217391305,,1419.3478260869565,,87.27967863325557,
2023Q4,,S08000020,,N101H,,,,All Specialties,d,64481,,60002,,700.8804347826087,,652.195652173913,,93.05376777655432,
2023Q4,,S08000020,,N411H,,,,All Specialties,d,13163,,10902,,143.07608695652175,,118.5,,82.82306465091544,
2023Q4,,S08000020,,S08000020,d,,,All Specialties,d,153825,,136404,,1672.0108695652175,,1482.6521739130435,,88.67479278400779,
2024Q1,,S08000020,,N101H,,,,All Specialties,d,66075,,62224,,726.0989010989011,,683.7802197802198,,94.17177449867576,
2024Q1,,S08000020,,N411H,,,,All Specialties,d,13973,,11142,,153.54945054945054,,122.43956043956044,,79.73949760251915,
2024Q1,,S08000020,,S08000020,d,,,All Specialties,d,155295,,138503,,1706.5384615384614,,1522.010989010989,,89.18703113429281,
2024Q2,,S08000020,,N101H,,,,All Specialties,d,65553,,62159,,720.3626373626373,,683.065934065934,,94.82251003005202,
2024Q2,,S08000020,,N411H,,,,All Specialties,d,14254,,11402,,156.63736263736263,,125.2967032967033,,79.99158131050935,
2024Q2,,S08000020,,S08000020,d,,,All Specialties,d,154830,,138962,,1701.428571428571,,1527.0549450549452,,89.75134017955178,
2024Q3,,S08000020,,N101H,,,,All Specialties,d,65970,,61969,,717.0652173913044,,673.5760869565217,,93.93512202516295,
2024Q3,,S08000020,,N411H,,,,All Specialties,d,12006,,10128,,130.5,,110.08695652173913,,84.35782108945527,
2024Q3,,S08000020,,T312H,,,,All Specialties,d,31,,31,,0.33695652173913043,,0.33695652173913043,,100,
2024Q3,,S08000020,,S08000020,d,,,All Specialties,d,152110,,136151,,1653.3695652173913,,1479.9021739130435,,89.50825060811255,
2024Q4,p,S08000020,,N101H,,,,All Specialties,d,66621,,62966,,724.1413043478261,,684.4130434782609,,94.51374191321057,
2024Q4,p,S08000020,,N411H,,,,All Specialties,d,11712,,10193,,127.30434782608695,,110.79347826086956,,87.03039617486338,
2024Q4,p,S08000020,,S08000020,d,,,All Specialties,d,154450,,138657,,1678.804347826087,,1507.141304347826,,89.7746843638718,
2019Q4,,S08000020,,N101H,,C3,,Anaesthetics,,147,,0,,1.5978260869565215,,0,,0,
2019Q4,,S08000020,,S08000020,d,C3,,Anaesthetics,,241,,2,,2.619565217391304,,0.0217391304347826,,0.8298755186721992,
2020Q1,,S08000020,,N101H,,C3,,Anaesthetics,,97,,1,,1.065934065934066,,0.01098901098901099,,1.0309278350515465,
2020Q1,,S08000020,,S08000020,d,C3,,Anaesthetics,,200,,13,,2.197802197802198,,0.14285714285714285,,6.499999999999999,
2020Q2,,S08000020,,N101H,,C3,,Anaesthetics,,334,,0,,3.67032967032967,,0,,0,
2020Q2,,S08000020,,S08000020,d,C3,,Anaesthetics,,427,,2,,4.6923076923076925,,0.02197802197802198,,0.468384074941452,
2020Q3,,S08000020,,N101H,,C3,,Anaesthetics,,261,,0,,2.8369565217391304,,0,,0,
2020Q3,,S08000020,,S08000020,d,C3,,Anaesthetics,,354,,1,,3.847826086956522,,0.0108695652173913,,0.28248587570621464,
2020Q4,,S08000020,,N101H,,C3,,Anaesthetics,,38,,0,,0.4130434782608696,,0,,0,
2020Q4,,S08000020,,S08000020,d,C3,,Anaesthetics,,138,,8,,1.5,,0.08695652173913043,,5.797101449275362,
2021Q1,,S08000020,,N101H,,C3,,Anaesthetics,,7,,3,,0.07777777777777778,,0.03333333333333333,,42.857142857142854,
2021Q1,,S08000020,,S08000020,d,C3,,Anaesthetics,,97,,3,,1.0777777777777775,,0.03333333333333333,,3.0927835051546393,
2021Q2,,S08000020,,N101H,,C3,,Anaesthetics,,25,,18,,0.27472527472527475,,0.1978021978021978,,71.99999999999999,
2021Q2,,S08000020,,S08000020,d,C3,,Anaesthetics,,121,,33,,1.3296703296703296,,0.3626373626373626,,27.27272727272727,
2021Q3,,S08000020,,N101H,,C3,,Anaesthetics,,125,,22,,1.358695652173913,,0.2391304347826087,,17.599999999999998,
2021Q3,,S08000020,,S08000020,d,C3,,Anaesthetics,,226,,31,,2.4565217391304346,,0.33695652173913043,,13.716814159292037,
2021Q4,,S08000020,,N101H,,C3,,Anaesthetics,,128,,1,,1.391304347826087,,0.0108695652173913,,0.78125,
2021Q4,,S08000020,,S08000020,d,C3,,Anaesthetics,,220,,3,,2.391304347826087,,0.03260869565217391,,1.3636363636363635,
2022Q1,,S08000020,,N101H,,C3,,Anaesthetics,,98,,1,,1.0888888888888888,,0.01111111111111111,,1.020408163265306,
2022Q1,,S08000020,,S08000020,d,C3,,Anaesthetics,,191,,4,,2.1222222222222222,,0.04444444444444444,,2.094240837696335,
2022Q2,,S08000020,,N101H,,C3,,Anaesthetics,,8,,0,,0.08791208791208792,,0,,0,
2022Q2,,S08000020,,S08000020,d,C3,,Anaesthetics,,105,,6,,1.1538461538461535,,0.06593406593406594,,5.714285714285714,
2022Q3,,S08000020,,N101H,,C3,,Anaesthetics,,12,,6,,0.13043478260869565,,0.06521739130434782,,50,
2022Q3,,S08000020,,S08000020,d,C3,,Anaesthetics,,108,,10,,1.173913043478261,,0.10869565217391304,,9.25925925925926,
2022Q4,,S08000020,,N101H,,C3,,Anaesthetics,,89,,0,,0.967391304347826,,0,,0,
2022Q4,,S08000020,,S08000020,d,C3,,Anaesthetics,,182,,2,,1.9782608695652173,,0.0217391304347826,,1.098901098901099,
2023Q1,,S08000020,,S08000020,d,C3,,Anaesthetics,,92,,3,,1.022222222222222,,0.03333333333333333,,3.260869565217391,
2023Q2,,S08000020,,S08000020,d,C3,,Anaesthetics,,102,,11,,1.120879120879121,,0.12087912087912088,,10.784313725490197,
2023Q3,,S08000020,,S08000020,d,C3,,Anaesthetics,,99,,8,,1.076086956521739,,0.08695652173913043,,8.080808080808081,
2023Q4,,S08000020,,S08000020,d,C3,,Anaesthetics,,96,,4,,1.0434782608695652,,0.04347826086956521,,4.166666666666666,
2024Q1,,S08000020,,S08000020,d,C3,,Anaesthetics,,93,,2,,1.021978021978022,,0.02197802197802198,,2.1505376344086025,
2024Q2,,S08000020,,N101H,,C3,,Anaesthetics,,23,,23,,0.25274725274725274,,0.25274725274725274,,100,
2024Q2,,S08000020,,S08000020,d,C3,,Anaesthetics,,120,,32,,1.3186813186813189,,0.3516483516483517,,26.66666666666667,
2024Q3,,S08000020,,N101H,,C3,,Anaesthetics,,35,,35,,0.3804347826086957,,0.3804347826086957,,100,
2024Q3,,S08000020,,S08000020,d,C3,,Anaesthetics,,128,,41,,1.391304347826087,,0.44565217391304346,,32.03125,
2024Q4,p,S08000020,,N101H,,C3,,Anaesthetics,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
2024Q4,p,S08000020,,S08000020,d,C3,,Anaesthetics,,99,,7,,1.076086956521739,,0.07608695652173914,,7.070707070707072,
2019Q4,,S08000020,,N101H,,A2,,Cardiology,,5431,,3661,,59.03260869565217,,39.79347826086956,,67.40931688455166,
2019Q4,,S08000020,,N411H,,A2,,Cardiology,,9,,9,,0.09782608695652174,,0.09782608695652174,,100,
2019Q4,,S08000020,,S08000020,d,A2,,Cardiology,,5440,,3670,,59.130434782608695,,39.891304347826086,,67.46323529411764,
2020Q1,,S08000020,,N101H,,A2,,Cardiology,,5831,,3987,,64.07692307692308,,43.81318681318681,,68.37592179729035,
2020Q1,,S08000020,,N411H,,A2,,Cardiology,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
2020Q1,,S08000020,,S08000020,d,A2,,Cardiology,,5843,,3999,,64.20879120879121,,43.94505494505494,,68.44086941639567,
2020Q2,,S08000020,,N101H,,A2,,Cardiology,,4610,,2578,,50.65934065934066,,28.32967032967033,,55.92190889370933,
2020Q2,,S08000020,,N411H,,A2,,Cardiology,,5,,5,,0.05494505494505494,,0.05494505494505494,,100,
2020Q2,,S08000020,,S08000020,d,A2,,Cardiology,,4635,,2603,,50.934065934065934,,28.60439560439561,,56.159654800431504,
2020Q3,,S08000020,,N101H,,A2,,Cardiology,,3997,,3532,,43.44565217391305,,38.391304347826086,,88.36627470602951,
2020Q3,,S08000020,,S08000020,d,A2,,Cardiology,,4012,,3547,,43.608695652173914,,38.55434782608695,,88.40977068793619,
2020Q4,,S08000020,,N101H,,A2,,Cardiology,,3595,,3028,,39.07608695652174,,32.91304347826087,,84.2280945757997,
2020Q4,,S08000020,,N411H,,A2,,Cardiology,,17,,17,,0.18478260869565216,,0.18478260869565216,,100,
2020Q4,,S08000020,,S08000020,d,A2,,Cardiology,,3612,,3045,,39.26086956521739,,33.09782608695652,,84.30232558139535,
2021Q1,,S08000020,,N101H,,A2,,Cardiology,,4231,,3785,,47.01111111111111,,42.05555555555556,,89.4587567950839,
2021Q1,,S08000020,,N411H,,A2,,Cardiology,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
2021Q1,,S08000020,,S08000020,d,A2,,Cardiology,,4239,,3793,,47.1,,42.144444444444446,,89.47865062514744,
2021Q2,,S08000020,,N101H,,A2,,Cardiology,,4869,,4555,,53.505494505494504,,50.05494505494506,,93.5510371739577,
2021Q2,,S08000020,,N411H,,A2,,Cardiology,,14,,14,,0.15384615384615383,,0.15384615384615383,,100,
2021Q2,,S08000020,,S08000020,d,A2,,Cardiology,,4883,,4569,,53.65934065934066,,50.20879120879121,,93.56952693016588,
2021Q3,,S08000020,,N101H,,A2,,Cardiology,,4779,,4419,,51.94565217391305,,48.03260869565217,,92.46704331450093,
2021Q3,,S08000020,,N411H,,A2,,Cardiology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2021Q3,,S08000020,,S08000020,d,A2,,Cardiology,,4828,,4468,,52.47826086956522,,48.56521739130435,,92.54349627174814,
2021Q4,,S08000020,,N101H,,A2,,Cardiology,,4812,,4501,,52.30434782608695,,48.92391304347826,,93.53699085619284,
2021Q4,,S08000020,,N411H,,A2,,Cardiology,,19,,19,,0.2065217391304348,,0.2065217391304348,,100,
2021Q4,,S08000020,,S08000020,d,A2,,Cardiology,,5018,,4707,,54.54347826086956,,51.16304347826087,,93.80231167795937,
2022Q1,,S08000020,,N101H,,A2,,Cardiology,,4734,,4528,,52.6,,50.31111111111111,,95.64850021123786,
2022Q1,,S08000020,,N411H,,A2,,Cardiology,,11,,11,,0.12222222222222222,,0.12222222222222222,,100,
2022Q1,,S08000020,,S08000020,d,A2,,Cardiology,,4763,,4557,,52.922222222222224,,50.63333333333333,,95.67499475120722,
2022Q2,,S08000020,,N101H,,A2,,Cardiology,,5194,,4988,,57.07692307692308,,54.81318681318681,,96.03388525221408,
2022Q2,,S08000020,,N411H,,A2,,Cardiology,,18,,18,,0.1978021978021978,,0.1978021978021978,,100,
2022Q2,,S08000020,,S08000020,d,A2,,Cardiology,,5212,,5006,,57.27472527472528,,55.010989010989015,,96.04758250191864,
2022Q3,,S08000020,,N101H,,A2,,Cardiology,,5006,,4767,,54.41304347826087,,51.81521739130435,,95.22572912504997,
2022Q3,,S08000020,,N411H,,A2,,Cardiology,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2022Q3,,S08000020,,S08000020,d,A2,,Cardiology,,5016,,4777,,54.52173913043478,,51.92391304347826,,95.2352472089314,
2022Q4,,S08000020,,N101H,,A2,,Cardiology,,4965,,4714,,53.96739130434783,,51.23913043478261,,94.944612286002,
2022Q4,,S08000020,,N411H,,A2,,Cardiology,,21,,21,,0.22826086956521735,,0.22826086956521735,,100,
2022Q4,,S08000020,,S08000020,d,A2,,Cardiology,,4989,,4738,,54.22826086956522,,51.5,,94.96893164962918,
2023Q1,,S08000020,,N101H,,A2,,Cardiology,,4586,,4324,,50.95555555555555,,48.04444444444445,,94.28696031399912,
2023Q1,,S08000020,,N411H,,A2,,Cardiology,,16,,16,,0.17777777777777778,,0.17777777777777778,,100,
2023Q1,,S08000020,,S08000020,d,A2,,Cardiology,,4616,,4354,,51.28888888888889,,48.37777777777778,,94.32409012131716,
2023Q2,,S08000020,,N101H,,A2,,Cardiology,,5086,,4839,,55.89010989010989,,53.175824175824175,,95.14353126228865,
2023Q2,,S08000020,,N411H,,A2,,Cardiology,,14,,14,,0.15384615384615383,,0.15384615384615383,,100,
2023Q2,,S08000020,,S08000020,d,A2,,Cardiology,,5101,,4854,,56.05494505494506,,53.34065934065934,,95.1578121936875,
2023Q3,,S08000020,,N101H,,A2,,Cardiology,,4331,,3893,,47.07608695652174,,42.31521739130435,,89.88686215654583,
2023Q3,,S08000020,,N411H,,A2,,Cardiology,,13,,13,,0.14130434782608697,,0.14130434782608697,,100,
2023Q3,,S08000020,,S08000020,d,A2,,Cardiology,,4345,,3907,,47.22826086956522,,42.46739130434783,,89.91944764096664,
2023Q4,,S08000020,,N101H,,A2,,Cardiology,,4541,,4220,,49.358695652173914,,45.869565217391305,,92.93107245100198,
2023Q4,,S08000020,,N411H,,A2,,Cardiology,,15,,15,,0.16304347826086957,,0.16304347826086957,,100,
